12,1,72,1,15,"fpsetmask@10-25@lib/libc/arch/mips64/gen/fpsetmask.c","lib/libc/arch/mips64/gen/fpsetmask.c","fpsetmask",10,25
12,1,57,1,15,"fpsetround@10-25@lib/libc/arch/mips64/gen/fpsetround.c","lib/libc/arch/mips64/gen/fpsetround.c","fpsetround",10,25
12,1,72,1,15,"fpsetsticky@10-25@lib/libc/arch/mips64/gen/fpsetsticky.c","lib/libc/arch/mips64/gen/fpsetsticky.c","fpsetsticky",10,25
7,5,54,1,7,"__isinfl@23-30@lib/libc/arch/mips64/gen/isinfl.c","lib/libc/arch/mips64/gen/isinfl.c","__isinfl",23,30
7,5,56,1,7,"__isnanl@23-30@lib/libc/arch/mips64/gen/isnanl.c","lib/libc/arch/mips64/gen/isnanl.c","__isnanl",23,30
5,2,36,1,5,"__isnormall@23-28@lib/libc/arch/mips64/gen/isnormall.c","lib/libc/arch/mips64/gen/isnormall.c","__isnormall",23,28
5,1,26,1,5,"__signbitl@23-28@lib/libc/arch/mips64/gen/signbitl.c","lib/libc/arch/mips64/gen/signbitl.c","__signbitl",23,28
12,1,49,1,28,"_atomic_lock@25-53@lib/libc/arch/powerpc/gen/_atomic_lock.c","lib/libc/arch/powerpc/gen/_atomic_lock.c","_atomic_lock",25,53
5,1,28,1,4,"fabs@31-35@lib/libc/arch/powerpc/gen/fabs.c","lib/libc/arch/powerpc/gen/fabs.c","fabs",31,35
8,2,45,1,11,"__flt_rounds@48-59@lib/libc/arch/powerpc/gen/flt_rounds.c","lib/libc/arch/powerpc/gen/flt_rounds.c","__flt_rounds",48,59
6,1,31,0,6,"fpgetmask@37-43@lib/libc/arch/powerpc/gen/fpgetmask.c","lib/libc/arch/powerpc/gen/fpgetmask.c","fpgetmask",37,43
6,1,27,1,6,"fpgetround@37-43@lib/libc/arch/powerpc/gen/fpgetround.c","lib/libc/arch/powerpc/gen/fpgetround.c","fpgetround",37,43
6,1,31,0,6,"fpgetsticky@37-43@lib/libc/arch/powerpc/gen/fpgetsticky.c","lib/libc/arch/powerpc/gen/fpgetsticky.c","fpgetsticky",37,43
11,1,68,1,11,"fpsetmask@37-48@lib/libc/arch/powerpc/gen/fpsetmask.c","lib/libc/arch/powerpc/gen/fpsetmask.c","fpsetmask",37,48
