Release,Hardware arch,Patch,Comment,Category
4.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.5/common/005_audio.patch,,Reliability
4.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.5/common/004_aucat.patch,,Reliability
4.5,i386,https://ftp.openbsd.org/pub/OpenBSD/patches/4.5/i386/003_bus_dma.patch,,Reliability
4.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.5/common/002_pf.patch,,Reliability
4.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.5/common/001_openssl.patch,,Reliability
4.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.6/common/012_trunklacp.patch,,Reliability
4.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.6/common/011_pfsync.patch,,Reliability
4.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.6/common/010_openssl.patch,,Security
4.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.6/common/009_mpi.patch,,Reliability
4.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.6/common/008_kerberos.patch,,Reliability
4.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.6/common/007_ftpd.patch,,Reliability
4.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.6/common/006_openssl.patch,,Security
4.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.6/common/005_ptrace.patch,,Reliability
4.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.6/common/004_openssl.patch,,Security
4.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.6/common/003_getsockopt.patch,,Reliability
4.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.6/i386/002_xmm.patch,,Reliability
4.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.6/common/001_bind.patch,,Reliability
4.7,Little-endian architectures,https://ftp.openbsd.org/pub/OpenBSD/patches/4.7/common/013_pf.patch,,Security
4.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.7/common/012_openssl.patch,,Security
4.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.7/common/011_rtsock.patch,,Reliability
4.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.7/common/010_cbc.patch,,Reliability
4.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.7/common/009_pf.patch,,Security
4.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.7/common/008_openssl.patch,,Reliability
4.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.7/common/007_scsi.patch,,Reliability
4.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.7/common/006_scsi.patch,,Reliability
4.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.7/common/005_pfsync.patch,,Reliability
4.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.7/common/004_pfsync.patch,,Security
4.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.7/common/003_openssl.patch,,Security
4.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.7/common/002_mpi.patch,,Reliability
4.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.7/common/001_kerberos.patch,,Reliability
4.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.8/common/010_sis.patch,,Reliability
4.8,Little-endian architectures,https://ftp.openbsd.org/pub/OpenBSD/patches/4.8/common/009_pf.patch,,Security
4.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.8/common/008_openssl.patch,,Security
4.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.8/common/007_rtsock.patch,,Reliability
4.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.8/common/006_cbc.patch,,Reliability
4.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.8/common/005_pf.patch,,Reliability
4.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.8/common/004_openssl.patch,,Reliability
4.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.8/common/003_vr.patch,,Security
4.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.8/common/002_pci.patch,,Security
4.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.8/common/001_bgpd.patch,,Reliability
4.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/4.9/common/001_bind.patch,,Reliability
5.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.0/common/001_bind.patch,,Reliability
5.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.0/common/002_libcrypto.patch,,Security
5.1,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.1/common/001_libcrypto.patch,,Security
5.2,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.2/common/001_bgpd.patch,,Reliability
5.2,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.2/common/002_bgpd.patch,,Reliability
5.2,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.2/common/003_tftpd.patch,,Reliability
5.2,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.2/common/004_nginx.patch,,Reliability
5.2,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.2/common/005_in6.patch,,Reliability
5.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.3/common/001_bgpd.patch,,Reliability
5.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.3/common/002_vr.patch,,Reliability
5.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.3/common/003_nginx.patch,,Reliability
5.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.3/common/004_route.patch,,Reliability
5.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.3/common/005_in6.patch,,Reliability
5.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.3/common/006_tftpd.patch,,Reliability
5.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.3/common/007_vio.patch,,Reliability
5.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.3/common/008_pflow.patch,,Reliability
5.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.3/common/009_sshgcm.patch,,Security
5.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.3/common/010_vnode.patch,,Reliability
5.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.3/common/011_nginx.patch,,Security
5.3,Strict alignment architectures,https://ftp.openbsd.org/pub/OpenBSD/patches/5.3/common/012_sha512.patch,,Reliability
5.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.3/common/013_libXfont.patch,,Security
5.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.3/common/014_openssl.patch,,Security
5.3,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.3/common/015_openssl.patch,,Security
5.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.4/common/001_pflow.patch,,Reliability
5.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.4/common/002_sshgcm.patch,,Security
5.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.4/common/003_vnode.patch,,Reliability
5.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.4/common/004_nginx.patch,,Security
5.4,Strict alignment architectures,https://ftp.openbsd.org/pub/OpenBSD/patches/5.4/common/005_sha512.patch,,Reliability
5.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.4/common/006_libXfont.patch,,Security
5.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.4/common/007_openssl.patch,,Security
5.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.4/common/008_openssl.patch,,Security
5.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.4/common/009_openssl.patch,,Reliability
5.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.4/common/010_libXfont.patch,,Security
5.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.4/common/011_sendmail.patch,,Security
5.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.4/common/012_openssl.patch,,Security
5.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.4/common/013_dhcp.patch,,Reliability
5.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.4/common/014_openssl.patch,,Security
5.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.4/common/015_nginx.patch,,Security
5.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.4/common/016_openssl.patch,,Reliability
5.4,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.4/common/017_kernexec.patch,,Reliability
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/001_icmp.patch.sig,,Reliability
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/002_openssl.patch.sig,,Security
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/003_ftp.patch.sig,,Security
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/004_openssl.patch.sig,,Security
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/005_openssl.patch.sig,,Reliability
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/006_libXfont.patch.sig,,Security
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/007_sendmail.patch.sig,,Security
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/008_openssl.patch.sig,,Security
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/009_dhcp.patch.sig,,Reliability
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/010_openssl.patch.sig,,Security
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/011_nginx.patch.sig,,Security
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/012_openssl.patch.sig,,Reliability
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/013_kernexec.patch.sig,,Reliability
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/014_pfctl.patch.sig,,Reliability
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/015_asr.patch.sig,,Reliability
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/016_pipex.patch.sig,,Reliability
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/017_pppoe.patch.sig,,Reliability
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/018_virtio.patch.sig,,Reliability
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/019_xserver.patch.sig,,Security
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/020_libevent.patch.sig,,Security
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/021_xserver.patch.sig,,Security
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/022_freetype.patch.sig,,Security
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/023_libxfont.patch.sig,,Security
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/024_openssl.patch.sig,,Security
5.5,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.5/common/025_smtpd.patch.sig,,Reliability
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/001_rxr.patch.sig,,Reliability
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/002_nd6.patch.sig,,Reliability
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/003_nginx.patch.sig,,Security
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/004_kernexec.patch.sig,,Reliability
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/005_nosslv3.patch.sig,,Security
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/006_relayd.patch.sig,,Reliability
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/007_pfctl.patch.sig,,Reliability
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/008_asr.patch.sig,,Reliability
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/009_httpd.patch.sig,,Reliability
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/010_pipex.patch.sig,,Reliability
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/011_pppoe.patch.sig,,Reliability
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/012_unbound.patch.sig,,Reliability
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/013_virtio.patch.sig,,Reliability
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/014_xserver.patch.sig,,Security
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/015_libevent.patch.sig,,Security
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/016_xserver.patch.sig,,Security
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/017_openssl.patch.sig,,Security
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/018_freetype.patch.sig,,Security
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/019_libxfont.patch.sig,,Security
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/020_openssl.patch.sig,,Security
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/021_smtpd.patch.sig,,Reliability
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/022_httpd.patch.sig,,Reliability
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/023_elf.patch.sig,,Security
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/024_tar.patch.sig,,Security
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/025_smtpd.patch.sig,,Reliability
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/026_openssl.patch.sig,,Security
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/027_tcp_persist.patch.sig,,Security
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/028_execve.patch.sig,,Reliability
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/029_patch.patch.sig,,Security
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/030_patch.patch.sig,,Security
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/031_smtpd.patch.sig,,Security
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/032_kevent.patch.sig,,Reliability
5.6,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.6/common/033_obj2txt.patch.sig,,Reliability
5.7,sparc64,-,,Install issue
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/002_libxfont.patch.sig,,Security
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/003_openssl.patch.sig,,Security
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/004_smtpd.patch.sig,,Reliability
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/005_httpd.patch.sig,,Reliability
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/006_elf.patch.sig,,Security
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/007_tar.patch.sig,,Security
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/008_smtpd.patch.sig,,Reliability
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/009_openssl.patch.sig,,Security
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/010_tcp_persist.patch.sig,,Security
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/011_execve.patch.sig,,Reliability
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/012_patch.patch.sig,,Security
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/013_patch.patch.sig,,Security
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/014_sshd.patch.sig,,Security
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/015_relayd.patch.sig,,Reliability
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/016_uvm.patch.sig,,Reliability
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/017_smtpd.patch.sig,,Security
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/018_kevent.patch.sig,,Reliability
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/019_obj2txt.patch.sig,,Reliability
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/020_rsn.patch.sig,,Reliability
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/021_clientcert.patch.sig,,Reliability
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/022_ssh.patch.sig,,Security
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/023_sshd.patch.sig,,Security
5.7,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.7/common/024_in6bind.patch.sig,,Security
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/001_sshd.patch.sig,,Security
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/002_sslhello.patch.sig,,Interoperability
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/003_uvm.patch.sig,,Reliability
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/004_smtpd.patch.sig,,Security
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/005_kevent.patch.sig,,Reliability
5.8,All,-,,Release CD issue
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/007_obj2txt.patch.sig,,Reliability
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/008_rsn.patch.sig,,Reliability
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/009_clientcert.patch.sig,,Reliability
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/010_ssh.patch.sig,,Security
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/011_sshd.patch.sig,,Security
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/012_in6bind.patch.sig,,Security
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/013_crypto.patch.sig,,Security
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/014_uvideo.patch.sig,,Security
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/015_crypto.patch.sig,,Reliability
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/016_libexpat.patch.sig,,Security
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/017_crypto.patch.sig,,Security
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/018_splice.patch.sig,,Reliability
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/019_dirent.patch.sig,,Reliability
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/020_mmap.patch.sig,,Security
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/021_timeout.patch.sig,,Reliability
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/022_kevent.patch.sig,,Reliability
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/023_amap.patch.sig,,Reliability
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/024_relayd.patch.sig,,Reliability
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/025_sysctl.patch.sig,,Reliability
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/026_uvmisavail.patch.sig,,Reliability
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/027_perl.patch.sig,,Security
5.8,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.8/common/028_relayd.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/001_sshd.patch.sig,,Security
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/002_in6bind.patch.sig,,Security
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/003_pledge.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/004_mbuf.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/005_crypto.patch.sig,,Security
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/006_smtpd.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/007_uvideo.patch.sig,,Security
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/008_bnx.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/009_crypto.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/010_libexpat.patch.sig,,Security
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/011_crypto.patch.sig,,Security
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/012_crypto.patch.sig,,Security
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/013_splice.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/014_unp.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/015_dirent.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/016_mmap.patch.sig,,Security
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/017_arp.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/018_timeout.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/019_kevent.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/020_amap.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/021_relayd.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/022_sysctl.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/023_uvmisavail.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/024_perl.patch.sig,,Security
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/025_relayd.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/026_wsfont.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/027_libssl.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/028_libssl.patch.sig,,Security
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/029_xorg_libs.patch.sig,,Security
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/030_ssh_kexinit.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/031_smtpd.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/032_libssl.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/033_libcrypto.patch.sig,,Security
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/034_httpd.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/035_net80211.patch.sig,,Security
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/036_pf.patch.sig,,Reliability
5.9,All,https://ftp.openbsd.org/pub/OpenBSD/patches/5.9/common/037_exec_elf.patch.sig,,Security
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/001_uvmisavail.patch.sig,,Reliability
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/002_perl.patch.sig,,Reliability
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/003_relayd.patch.sig,,Reliability
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/004_smtpd.patch.sig,,Reliability
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/005_wsfont.patch.sig,,Reliability
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/006_iked.patch.sig,,Reliability
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/007_libcrypto.patch.sig,,Reliability
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/008_libssl.patch.sig,,Reliability
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/009_libssl.patch.sig,,Security
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/010_smtpd.patch.sig,,Reliability
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/011_xorg_libs.patch.sig,,Security
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/012_amap.patch.sig,,Reliability
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/013_ssh_kexinit.patch.sig,,Reliability
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/014_smtpd.patch.sig,,Reliability
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/015_libssl.patch.sig,,Reliability
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/016_libcrypto.patch.sig,,Security
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/017_httpd.patch.sig,,Reliability
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/018_net80211.patch.sig,,Security
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/019_pf.patch.sig,,Reliability
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/020_exec_elf.patch.sig,,Security
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/021_softraid_concat.patch.sig,,Reliability
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/022_libssl.patch.sig,,Reliability
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/023_freetype.patch.sig,,Security
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/024_exec_subr.patch.sig,,Security
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/025_icmp_opts.patch.sig,,Reliability
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/026_perl.patch.sig,,Security
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/027_sti.patch.sig,,Security
6.0,All,https://ftp.openbsd.org/pub/OpenBSD/patches/6.0/common/028_wsmux.patch.sig,,Reliability
